id,binsize,name,file_path,value_type,collection_id,intervals_id,file_path_feature_values,cluster_id_path,feature_distribution_path,thumbnail_path,normalization,cluster_number,dataset_id
17468,5000,4fd49b2e61364610a69ee92d5c253edd_embedding.npy,/code/temp/4fd49b2e61364610a69ee92d5c253edd_embedding.npy,2d-embedding,NULL,1448,NULL,/code/temp/152ad0dd6a364aa3b44bd9db52a64b27_cluster_ids_small.npy,NULL,/code/temp/caf294faf3a441a399c33d7979cb8fea_thumbnails_small.npy,Obs/Exp,small,146
17469,5000,4fd49b2e61364610a69ee92d5c253edd_embedding.npy,/code/temp/4fd49b2e61364610a69ee92d5c253edd_embedding.npy,2d-embedding,NULL,1448,NULL,/code/temp/a914ad75fcfa4b4aba1493fd73b45b54_cluster_ids_large.npy,NULL,/code/temp/80b6d48efa63480ca2d701f45c2943ba_thumbnails_large.npy,Obs/Exp,large,146
21426,2000,864587f875fc47f38dc566c9e6474fc5_embedding.npy,/code/temp/864587f875fc47f38dc566c9e6474fc5_embedding.npy,2d-embedding,NULL,1448,NULL,/code/temp/a07236fc44da4e3a8f0a1895b799ab5d_cluster_ids_small.npy,NULL,/code/temp/4d7753e30d5041c884a2b90aaf270c0a_thumbnails_small.npy,ICCF,small,146
21427,2000,864587f875fc47f38dc566c9e6474fc5_embedding.npy,/code/temp/864587f875fc47f38dc566c9e6474fc5_embedding.npy,2d-embedding,NULL,1448,NULL,/code/temp/0148d2aff0144d6abdb91263385b636d_cluster_ids_large.npy,NULL,/code/temp/edeba2187a04428a8baf52e2b4ba242f_thumbnails_large.npy,ICCF,large,146
21436,2000,208ebac7236144e5bcbde967ee74be95_embedding.npy,/code/temp/208ebac7236144e5bcbde967ee74be95_embedding.npy,2d-embedding,NULL,1448,NULL,/code/temp/11fcd37071854ffc8425fcce6cc8cca5_cluster_ids_small.npy,NULL,/code/temp/ff7b89b94e5246b0905cb7af56ca5f3a_thumbnails_small.npy,Obs/Exp,small,146
21437,2000,208ebac7236144e5bcbde967ee74be95_embedding.npy,/code/temp/208ebac7236144e5bcbde967ee74be95_embedding.npy,2d-embedding,NULL,1448,NULL,/code/temp/1cf98dcbbbb349e1af0a03484a0b86c5_cluster_ids_large.npy,NULL,/code/temp/517670596f0e4faf99a9d92256f1d730_thumbnails_large.npy,Obs/Exp,large,146
17242,5000,b3fa9000b9cb4cc7bc0c58b41d163b25_embedding.npy,/code/temp/b3fa9000b9cb4cc7bc0c58b41d163b25_embedding.npy,2d-embedding,NULL,1449,NULL,/code/temp/98848efc8a0a48b99af9c15816a17ea6_cluster_ids_small.npy,NULL,/code/temp/f59fe14f530b467da6783408124b0b0c_thumbnails_small.npy,ICCF,small,477
17243,5000,b3fa9000b9cb4cc7bc0c58b41d163b25_embedding.npy,/code/temp/b3fa9000b9cb4cc7bc0c58b41d163b25_embedding.npy,2d-embedding,NULL,1449,NULL,/code/temp/53155b2d6775434389a1c9ae65072ab3_cluster_ids_large.npy,NULL,/code/temp/1caa418a67994662a4c3ee61689f6436_thumbnails_large.npy,ICCF,large,477
17246,5000,046760b3636748698d36552c644b1cd5_embedding.npy,/code/temp/046760b3636748698d36552c644b1cd5_embedding.npy,2d-embedding,NULL,1449,NULL,/code/temp/6e611e90dbfc4c33986c7e52cdf3242f_cluster_ids_small.npy,NULL,/code/temp/768464be4b0841d888ba373baf75ddff_thumbnails_small.npy,Obs/Exp,small,477
17247,5000,046760b3636748698d36552c644b1cd5_embedding.npy,/code/temp/046760b3636748698d36552c644b1cd5_embedding.npy,2d-embedding,NULL,1449,NULL,/code/temp/948595f76d38446bb412dc2b89a9eaa1_cluster_ids_large.npy,NULL,/code/temp/dc8dc41e7f8246b5a227d3a105a6e405_thumbnails_large.npy,Obs/Exp,large,477
17432,10000,f86d46c43af24fffa666d7f2d50d4fa4_embedding.npy,/code/temp/f86d46c43af24fffa666d7f2d50d4fa4_embedding.npy,1d-embedding,81,1449,/code/temp/fdfb1c8712be437cb166b20d86cd8545_features.npy,/code/temp/e273895282784ee5aaf369965c67f5a8_cluster_ids_small.npy,NULL,/code/temp/eb3ada8764c34ff7b0fa5fd206d7afb6_average_values_small.npy,NULL,small,NULL
17433,10000,f86d46c43af24fffa666d7f2d50d4fa4_embedding.npy,/code/temp/f86d46c43af24fffa666d7f2d50d4fa4_embedding.npy,1d-embedding,81,1449,/code/temp/fdfb1c8712be437cb166b20d86cd8545_features.npy,/code/temp/c5bfa97fbe2647d299d29b99736d1535_cluster_ids_large.npy,NULL,/code/temp/4c172a6245c9402fa06e0d269eaaf328_average_values_large.npy,NULL,large,NULL
17436,5000,bc0442a6184a4446a9f3d16aa135f7ed_embedding.npy,/code/temp/bc0442a6184a4446a9f3d16aa135f7ed_embedding.npy,1d-embedding,81,1449,/code/temp/4cdec2307a12424c9a2269d5c1f8adc4_features.npy,/code/temp/9d43d9e47f2b4b2ba372941857cf901b_cluster_ids_small.npy,NULL,/code/temp/91d5743bee8c42e8bed1542bfcacfbd4_average_values_small.npy,NULL,small,NULL
17437,5000,bc0442a6184a4446a9f3d16aa135f7ed_embedding.npy,/code/temp/bc0442a6184a4446a9f3d16aa135f7ed_embedding.npy,1d-embedding,81,1449,/code/temp/4cdec2307a12424c9a2269d5c1f8adc4_features.npy,/code/temp/451aeabb82784f208b10467084f5e808_cluster_ids_large.npy,NULL,/code/temp/8971139157a943a28c2425324f4419aa_average_values_large.npy,NULL,large,NULL
17438,2000,def238fc165c422193dc3e342f9ee870_embedding.npy,/code/temp/def238fc165c422193dc3e342f9ee870_embedding.npy,1d-embedding,81,1449,/code/temp/1753f9f2aa1b4b07a8e712c3c699c06e_features.npy,/code/temp/f03724302c554a3b89d4f4908d8ea448_cluster_ids_small.npy,NULL,/code/temp/27c02680127b404985d2560661b3c0fc_average_values_small.npy,NULL,small,NULL
17439,2000,def238fc165c422193dc3e342f9ee870_embedding.npy,/code/temp/def238fc165c422193dc3e342f9ee870_embedding.npy,1d-embedding,81,1449,/code/temp/1753f9f2aa1b4b07a8e712c3c699c06e_features.npy,/code/temp/df0f4f33fe2b4108b179f5c1d0ec46a5_cluster_ids_large.npy,NULL,/code/temp/c23bf82f417a480884f05d4105be9df0_average_values_large.npy,NULL,large,NULL
17452,5000,98fe1a234f5a45869fc8d748f6f18de7_embedding.npy,/code/temp/98fe1a234f5a45869fc8d748f6f18de7_embedding.npy,2d-embedding,NULL,1449,NULL,/code/temp/ebc9670c873842b2a33b513eba193b0c_cluster_ids_small.npy,NULL,/code/temp/ade393f6f9b44e2096deebace9defba1_thumbnails_small.npy,ICCF,small,146
17453,5000,98fe1a234f5a45869fc8d748f6f18de7_embedding.npy,/code/temp/98fe1a234f5a45869fc8d748f6f18de7_embedding.npy,2d-embedding,NULL,1449,NULL,/code/temp/70b5729b16c745f19131663aeecfcac8_cluster_ids_large.npy,NULL,/code/temp/a8227b8b61c14999ba297730c1d5cbed_thumbnails_large.npy,ICCF,large,146
17464,5000,aa59cd0abcc34b4793a23b0236b7814e_embedding.npy,/code/temp/aa59cd0abcc34b4793a23b0236b7814e_embedding.npy,2d-embedding,NULL,1449,NULL,/code/temp/e208d25aa1ca4a028d4acf4ab757d8a0_cluster_ids_small.npy,NULL,/code/temp/e9738be4c2df46f58ac685be8aaf7d2a_thumbnails_small.npy,Obs/Exp,small,146
17465,5000,aa59cd0abcc34b4793a23b0236b7814e_embedding.npy,/code/temp/aa59cd0abcc34b4793a23b0236b7814e_embedding.npy,2d-embedding,NULL,1449,NULL,/code/temp/9ef650e21d574837a023e3a365971138_cluster_ids_large.npy,NULL,/code/temp/517fe49bcc7846e294f87a2588fe1034_thumbnails_large.npy,Obs/Exp,large,146
17254,10000,86a1f90a62c64674ae7b0225fddd4348_embedding.npy,/code/temp/86a1f90a62c64674ae7b0225fddd4348_embedding.npy,2d-embedding,NULL,1450,NULL,/code/temp/74a39ecb94114d8aa57fe277180a9edd_cluster_ids_small.npy,NULL,/code/temp/6ba6d2a59c7f482db9db689b474f4410_thumbnails_small.npy,ICCF,small,477
17255,10000,86a1f90a62c64674ae7b0225fddd4348_embedding.npy,/code/temp/86a1f90a62c64674ae7b0225fddd4348_embedding.npy,2d-embedding,NULL,1450,NULL,/code/temp/b55bb36758e04c958877f1a132c2c0bd_cluster_ids_large.npy,NULL,/code/temp/44ba56a052634a309826a3e13c738656_thumbnails_large.npy,ICCF,large,477
17262,10000,9ac83e7acbac4b649486d19546bdd2f6_embedding.npy,/code/temp/9ac83e7acbac4b649486d19546bdd2f6_embedding.npy,2d-embedding,NULL,1450,NULL,/code/temp/2c410522ca48439b9f32b5fed022dcc0_cluster_ids_small.npy,NULL,/code/temp/7c67ca91b53e4ed8bfaf7e7c6faf66ea_thumbnails_small.npy,Obs/Exp,small,477
17263,10000,9ac83e7acbac4b649486d19546bdd2f6_embedding.npy,/code/temp/9ac83e7acbac4b649486d19546bdd2f6_embedding.npy,2d-embedding,NULL,1450,NULL,/code/temp/e5dda49df5d04f56af682c343922cf5a_cluster_ids_large.npy,NULL,/code/temp/3d94a4d700db42c796f8f490f875e8be_thumbnails_large.npy,Obs/Exp,large,477
17442,10000,ee4f24a0aacd410b8358e4b0597f3a58_embedding.npy,/code/temp/ee4f24a0aacd410b8358e4b0597f3a58_embedding.npy,1d-embedding,81,1450,/code/temp/62d9a163e02642d3934f13038532bf52_features.npy,/code/temp/3fe1c0c450b94598991d27c0aba875c6_cluster_ids_small.npy,NULL,/code/temp/65bd2d60b67942ac90aeefe1996e42b7_average_values_small.npy,NULL,small,NULL
17443,10000,ee4f24a0aacd410b8358e4b0597f3a58_embedding.npy,/code/temp/ee4f24a0aacd410b8358e4b0597f3a58_embedding.npy,1d-embedding,81,1450,/code/temp/62d9a163e02642d3934f13038532bf52_features.npy,/code/temp/6ce093ede9914a4e982308feb79c0a1b_cluster_ids_large.npy,NULL,/code/temp/0af44f542ea8408289e0c99ca46d70da_average_values_large.npy,NULL,large,NULL
17444,20000,bc02d383dd414383b42ba086dfe9dc17_embedding.npy,/code/temp/bc02d383dd414383b42ba086dfe9dc17_embedding.npy,1d-embedding,81,1450,/code/temp/f9fc59c7362b447a898d6f8e21a2fbc2_features.npy,/code/temp/a219e3d1f94e40038e9b66530d50067a_cluster_ids_small.npy,NULL,/code/temp/ac83539e5dc24d6495f5b3ce34b74d78_average_values_small.npy,NULL,small,NULL
17445,20000,bc02d383dd414383b42ba086dfe9dc17_embedding.npy,/code/temp/bc02d383dd414383b42ba086dfe9dc17_embedding.npy,1d-embedding,81,1450,/code/temp/f9fc59c7362b447a898d6f8e21a2fbc2_features.npy,/code/temp/982e17d249294a33ad427f1d4ced0be1_cluster_ids_large.npy,NULL,/code/temp/6281e5728271440397f2772d5ea24b30_average_values_large.npy,NULL,large,NULL
17446,5000,f831fe66d479440f93bd4f1dc51bc8a4_embedding.npy,/code/temp/f831fe66d479440f93bd4f1dc51bc8a4_embedding.npy,1d-embedding,81,1450,/code/temp/5ed52804a707498599f09f9d1c9c619d_features.npy,/code/temp/a2e4eac262e049598042eeb001bbf72f_cluster_ids_small.npy,NULL,/code/temp/595752e5d0414e4889ae1dd02e5a98aa_average_values_small.npy,NULL,small,NULL
17447,5000,f831fe66d479440f93bd4f1dc51bc8a4_embedding.npy,/code/temp/f831fe66d479440f93bd4f1dc51bc8a4_embedding.npy,1d-embedding,81,1450,/code/temp/5ed52804a707498599f09f9d1c9c619d_features.npy,/code/temp/6810f645bcee4b74bfb855772012115b_cluster_ids_large.npy,NULL,/code/temp/9383e3d12fd542c2a1abe9b32117a064_average_values_large.npy,NULL,large,NULL
17450,10000,388df112c65c4fdfa1686602b8361ef4_embedding.npy,/code/temp/388df112c65c4fdfa1686602b8361ef4_embedding.npy,2d-embedding,NULL,1450,NULL,/code/temp/2ca0965829b34a0aa8dfe20e6e322b38_cluster_ids_small.npy,NULL,/code/temp/03d223b794f7499e92c668a85eaae0c2_thumbnails_small.npy,ICCF,small,146
17451,10000,388df112c65c4fdfa1686602b8361ef4_embedding.npy,/code/temp/388df112c65c4fdfa1686602b8361ef4_embedding.npy,2d-embedding,NULL,1450,NULL,/code/temp/2e947c753e67498284304ab2bd4d1749_cluster_ids_large.npy,NULL,/code/temp/94e6699457b1456f8f8ea19ec83d6d37_thumbnails_large.npy,ICCF,large,146
17466,10000,87bc9a6a94a8468e9c23d48fb84a8d82_embedding.npy,/code/temp/87bc9a6a94a8468e9c23d48fb84a8d82_embedding.npy,2d-embedding,NULL,1450,NULL,/code/temp/d8dafe093f4149ec8ba1fa66b8a7cd68_cluster_ids_small.npy,NULL,/code/temp/4e651ca85dd040948663a679efe307d1_thumbnails_small.npy,Obs/Exp,small,146
17467,10000,87bc9a6a94a8468e9c23d48fb84a8d82_embedding.npy,/code/temp/87bc9a6a94a8468e9c23d48fb84a8d82_embedding.npy,2d-embedding,NULL,1450,NULL,/code/temp/c7e4d7ea6299423cadd44609c2e6b8b4_cluster_ids_large.npy,NULL,/code/temp/b24540af70004956a2627b5581fd0a68_thumbnails_large.npy,Obs/Exp,large,146
17266,20000,035c6381b83949fb845ac112bcc51f29_embedding.npy,/code/temp/035c6381b83949fb845ac112bcc51f29_embedding.npy,2d-embedding,NULL,1451,NULL,/code/temp/30ab496e29464a0d875bc86a3aae6da4_cluster_ids_small.npy,NULL,/code/temp/0ff879062f784ff0a17d48ed083433c9_thumbnails_small.npy,ICCF,small,477
17267,20000,035c6381b83949fb845ac112bcc51f29_embedding.npy,/code/temp/035c6381b83949fb845ac112bcc51f29_embedding.npy,2d-embedding,NULL,1451,NULL,/code/temp/20a9001477cb4084b6e71dbc403af8b6_cluster_ids_large.npy,NULL,/code/temp/d089cc91fe7a4af695d38a4f0c2edd6b_thumbnails_large.npy,ICCF,large,477
17276,20000,785f86ac4c1e4b75a82fc077d6ac14b0_embedding.npy,/code/temp/785f86ac4c1e4b75a82fc077d6ac14b0_embedding.npy,2d-embedding,NULL,1451,NULL,/code/temp/69577d1508934a2583cecd45de2bae45_cluster_ids_small.npy,NULL,/code/temp/1d8bf4bb162b488e9669de7e3b3d3192_thumbnails_small.npy,Obs/Exp,small,477
17277,20000,785f86ac4c1e4b75a82fc077d6ac14b0_embedding.npy,/code/temp/785f86ac4c1e4b75a82fc077d6ac14b0_embedding.npy,2d-embedding,NULL,1451,NULL,/code/temp/3675e51302f64e558d81328b25caaf7d_cluster_ids_large.npy,NULL,/code/temp/3c3ccbe1615b4eeea25ac654de1585b5_thumbnails_large.npy,Obs/Exp,large,477
17430,50000,f1f3ad136dba4e04ae008ad9c4660260_embedding.npy,/code/temp/f1f3ad136dba4e04ae008ad9c4660260_embedding.npy,1d-embedding,81,1451,/code/temp/018d73b1a92d40c495eb21ad35ba313c_features.npy,/code/temp/e8a09b4d0b114585a35ec1ffa5ddc591_cluster_ids_small.npy,NULL,/code/temp/6600edd9dabf41fdbba93447853012f7_average_values_small.npy,NULL,small,NULL
17431,50000,f1f3ad136dba4e04ae008ad9c4660260_embedding.npy,/code/temp/f1f3ad136dba4e04ae008ad9c4660260_embedding.npy,1d-embedding,81,1451,/code/temp/018d73b1a92d40c495eb21ad35ba313c_features.npy,/code/temp/8d50184ad05f488e866f2db7685a60b2_cluster_ids_large.npy,NULL,/code/temp/f5fedd9c91154a248df31889fd4b040e_average_values_large.npy,NULL,large,NULL
17448,20000,f93e9437dbd7465d9ddf0cffc6766fc0_embedding.npy,/code/temp/f93e9437dbd7465d9ddf0cffc6766fc0_embedding.npy,1d-embedding,81,1451,/code/temp/43287176c8b3493dbde959c44e16a0fa_features.npy,/code/temp/cf790d3931af478d978d6cb882dfb26f_cluster_ids_small.npy,NULL,/code/temp/64a1f5ea1a124130aa2cd4acf3eb1684_average_values_small.npy,NULL,small,NULL
17449,20000,f93e9437dbd7465d9ddf0cffc6766fc0_embedding.npy,/code/temp/f93e9437dbd7465d9ddf0cffc6766fc0_embedding.npy,1d-embedding,81,1451,/code/temp/43287176c8b3493dbde959c44e16a0fa_features.npy,/code/temp/23f0bc9401d04379b193761750144f8c_cluster_ids_large.npy,NULL,/code/temp/ea9187ffaebf4d7da4f158a2bb0eb538_average_values_large.npy,NULL,large,NULL
17458,100000,a2b99f5698d04c9cb18c4d7ad77b2371_embedding.npy,/code/temp/a2b99f5698d04c9cb18c4d7ad77b2371_embedding.npy,1d-embedding,81,1451,/code/temp/c92f28e1452948f49a5fba119b0dfbac_features.npy,/code/temp/ec61095f6ff74d6584075be6f9afd5a3_cluster_ids_small.npy,NULL,/code/temp/1b2fe9d3b9a74a87ad1c3da4db5b43c3_average_values_small.npy,NULL,small,NULL
17459,100000,a2b99f5698d04c9cb18c4d7ad77b2371_embedding.npy,/code/temp/a2b99f5698d04c9cb18c4d7ad77b2371_embedding.npy,1d-embedding,81,1451,/code/temp/c92f28e1452948f49a5fba119b0dfbac_features.npy,/code/temp/6f8f46d6cd1b46cdb06a8dcdc1716aca_cluster_ids_large.npy,NULL,/code/temp/d2ba0106d35a4ccca005bf38a0e007d6_average_values_large.npy,NULL,large,NULL
17472,20000,3703b60ae7634343b747aeee16738d9b_embedding.npy,/code/temp/3703b60ae7634343b747aeee16738d9b_embedding.npy,2d-embedding,NULL,1451,NULL,/code/temp/996db0b98edd4357bff6799af527a2fb_cluster_ids_small.npy,NULL,/code/temp/a597446405b5416681b0d783223b8b14_thumbnails_small.npy,ICCF,small,146
17473,20000,3703b60ae7634343b747aeee16738d9b_embedding.npy,/code/temp/3703b60ae7634343b747aeee16738d9b_embedding.npy,2d-embedding,NULL,1451,NULL,/code/temp/561824bfcc9146228171c9eb6926330e_cluster_ids_large.npy,NULL,/code/temp/678928c2a65c4ca8b9864c1c1f884eb6_thumbnails_large.npy,ICCF,large,146
17476,20000,a2a603bc2cfa4b2a84f674408ceda3a0_embedding.npy,/code/temp/a2a603bc2cfa4b2a84f674408ceda3a0_embedding.npy,2d-embedding,NULL,1451,NULL,/code/temp/116a9749e9084508a530f848ef860704_cluster_ids_small.npy,NULL,/code/temp/a987a68d4ead4a5593f9a084c52517aa_thumbnails_small.npy,Obs/Exp,small,146
17477,20000,a2a603bc2cfa4b2a84f674408ceda3a0_embedding.npy,/code/temp/a2a603bc2cfa4b2a84f674408ceda3a0_embedding.npy,2d-embedding,NULL,1451,NULL,/code/temp/c142e20b430249f995c9bc6d8aa4cc7f_cluster_ids_large.npy,NULL,/code/temp/4c3c15760e484c54b99356c357f9dce7_thumbnails_large.npy,Obs/Exp,large,146
17278,50000,69a08121044e40f3a835a01498a66218_embedding.npy,/code/temp/69a08121044e40f3a835a01498a66218_embedding.npy,2d-embedding,NULL,1452,NULL,/code/temp/c632cc560b3342ad80dfb7ece4de991e_cluster_ids_small.npy,NULL,/code/temp/97a4cfd73cf44bd284bad194c8d82af2_thumbnails_small.npy,ICCF,small,477
17279,50000,69a08121044e40f3a835a01498a66218_embedding.npy,/code/temp/69a08121044e40f3a835a01498a66218_embedding.npy,2d-embedding,NULL,1452,NULL,/code/temp/85054d5ddf9c42aa830756a40faa1702_cluster_ids_large.npy,NULL,/code/temp/4e0cb3040a5f40b082ee3d9c6ee5528e_thumbnails_large.npy,ICCF,large,477
17284,50000,e70225c90f0346898ecfc572c493cbd3_embedding.npy,/code/temp/e70225c90f0346898ecfc572c493cbd3_embedding.npy,2d-embedding,NULL,1452,NULL,/code/temp/9ca9c1d48b3e45d0a991cea7d64b83f9_cluster_ids_small.npy,NULL,/code/temp/0992bc991e484d54a79ccc625928491b_thumbnails_small.npy,Obs/Exp,small,477
17285,50000,e70225c90f0346898ecfc572c493cbd3_embedding.npy,/code/temp/e70225c90f0346898ecfc572c493cbd3_embedding.npy,2d-embedding,NULL,1452,NULL,/code/temp/54a2152b32914b88844499bf7a47201f_cluster_ids_large.npy,NULL,/code/temp/d56b3b1ce8a3485bbe5a667cbbe8c11b_thumbnails_large.npy,Obs/Exp,large,477
17456,50000,0906ba67fe53490ca423bffa293bd8bc_embedding.npy,/code/temp/0906ba67fe53490ca423bffa293bd8bc_embedding.npy,1d-embedding,81,1452,/code/temp/6c2e9cb90e6d487db5e26ab52abadfee_features.npy,/code/temp/7500ebf0dc6b428cb74db9a91943fbf2_cluster_ids_small.npy,NULL,/code/temp/64e94907582e492580c51805518abd81_average_values_small.npy,NULL,small,NULL
17457,50000,0906ba67fe53490ca423bffa293bd8bc_embedding.npy,/code/temp/0906ba67fe53490ca423bffa293bd8bc_embedding.npy,1d-embedding,81,1452,/code/temp/6c2e9cb90e6d487db5e26ab52abadfee_features.npy,/code/temp/4dec8d5afda547898f208e89817078bb_cluster_ids_large.npy,NULL,/code/temp/80718fc7f77944a5b7e23604f63e2c01_average_values_large.npy,NULL,large,NULL
17460,200000,b01a9211b4d04ea185fdc587dfd4da73_embedding.npy,/code/temp/b01a9211b4d04ea185fdc587dfd4da73_embedding.npy,1d-embedding,81,1452,/code/temp/2cf7ca44d8484dfd85a3c0d71de2b53b_features.npy,/code/temp/46c7f4251b804f99be2052ce4f980412_cluster_ids_small.npy,NULL,/code/temp/3856a9eef9324e5b9d4aef1a3a2e420d_average_values_small.npy,NULL,small,NULL
17461,200000,b01a9211b4d04ea185fdc587dfd4da73_embedding.npy,/code/temp/b01a9211b4d04ea185fdc587dfd4da73_embedding.npy,1d-embedding,81,1452,/code/temp/2cf7ca44d8484dfd85a3c0d71de2b53b_features.npy,/code/temp/2fae044d9a4942728867d044f3169315_cluster_ids_large.npy,NULL,/code/temp/9e16d0e972b4488584b5bd5e95f0d79f_average_values_large.npy,NULL,large,NULL
17462,100000,e34e9dcfe81240f186f5374ade567ef7_embedding.npy,/code/temp/e34e9dcfe81240f186f5374ade567ef7_embedding.npy,1d-embedding,81,1452,/code/temp/1488627dfdef405686d54ca35de23497_features.npy,/code/temp/8b3b15b017ef46f7a3ef7fbe026f9f0f_cluster_ids_small.npy,NULL,/code/temp/d0e6402caff94e9f8803017ab045aeef_average_values_small.npy,NULL,small,NULL
17463,100000,e34e9dcfe81240f186f5374ade567ef7_embedding.npy,/code/temp/e34e9dcfe81240f186f5374ade567ef7_embedding.npy,1d-embedding,81,1452,/code/temp/1488627dfdef405686d54ca35de23497_features.npy,/code/temp/8a6e0182db734d12b817c6dba6c673f1_cluster_ids_large.npy,NULL,/code/temp/d3943bd298744d70bce28b3ee215e468_average_values_large.npy,NULL,large,NULL
17470,50000,76b9056d1b904c84a298c468c7882135_embedding.npy,/code/temp/76b9056d1b904c84a298c468c7882135_embedding.npy,2d-embedding,NULL,1452,NULL,/code/temp/3d453fdef2274833b282b298dc83660e_cluster_ids_small.npy,NULL,/code/temp/6797a043d1934b02a974c75ac2124503_thumbnails_small.npy,ICCF,small,146
17471,50000,76b9056d1b904c84a298c468c7882135_embedding.npy,/code/temp/76b9056d1b904c84a298c468c7882135_embedding.npy,2d-embedding,NULL,1452,NULL,/code/temp/ba1cc451378340d39b8e474e1a11df4f_cluster_ids_large.npy,NULL,/code/temp/a3bd850b88df434786834c5b42b3022e_thumbnails_large.npy,ICCF,large,146
17474,50000,ecea70ee61ac4c10ad70567902004896_embedding.npy,/code/temp/ecea70ee61ac4c10ad70567902004896_embedding.npy,2d-embedding,NULL,1452,NULL,/code/temp/dac27fa11e0d4a01846bff8e2ef6aa2b_cluster_ids_small.npy,NULL,/code/temp/2e4f777c6c604b0296d42d6090fad77a_thumbnails_small.npy,Obs/Exp,small,146
17475,50000,ecea70ee61ac4c10ad70567902004896_embedding.npy,/code/temp/ecea70ee61ac4c10ad70567902004896_embedding.npy,2d-embedding,NULL,1452,NULL,/code/temp/9a1df9c3da3449e8836b81007e30d493_cluster_ids_large.npy,NULL,/code/temp/8c3c2bf723b5412badd7e75b18bc1868_thumbnails_large.npy,Obs/Exp,large,146
19890,5000,87ef429689d64fcc8d5f5c18403b0147_embedding.npy,/code/temp/87ef429689d64fcc8d5f5c18403b0147_embedding.npy,2d-embedding,NULL,1562,NULL,/code/temp/8c6481230d094a95be3594f75eb3b5b9_cluster_ids_small.npy,NULL,/code/temp/188ba3266de24f999ef18a6d43ccda7f_thumbnails_small.npy,ICCF,small,146
19891,5000,87ef429689d64fcc8d5f5c18403b0147_embedding.npy,/code/temp/87ef429689d64fcc8d5f5c18403b0147_embedding.npy,2d-embedding,NULL,1562,NULL,/code/temp/5b1991f273fa4daa9989a59c2bf7bd15_cluster_ids_large.npy,NULL,/code/temp/fad2e5a006a241c7aac2082264d67539_thumbnails_large.npy,ICCF,large,146
19896,5000,bb4d6386f8e84b34bab6364c48ca73c6_embedding.npy,/code/temp/bb4d6386f8e84b34bab6364c48ca73c6_embedding.npy,2d-embedding,NULL,1562,NULL,/code/temp/c994c18c0d9d42f5bcec0a50ca3d75ec_cluster_ids_small.npy,NULL,/code/temp/0e935d4703704c98bfb49ad5630964fa_thumbnails_small.npy,Obs/Exp,small,146
19897,5000,bb4d6386f8e84b34bab6364c48ca73c6_embedding.npy,/code/temp/bb4d6386f8e84b34bab6364c48ca73c6_embedding.npy,2d-embedding,NULL,1562,NULL,/code/temp/f9a27e91173243fbb0fe2f8f796d3dc4_cluster_ids_large.npy,NULL,/code/temp/6883941080684228ac82af0743e6e02e_thumbnails_large.npy,Obs/Exp,large,146
20020,2000,0b8ef9b75e964e1c8071a80dbd3909a3_embedding.npy,/code/temp/0b8ef9b75e964e1c8071a80dbd3909a3_embedding.npy,1d-embedding,81,1562,/code/temp/7085afb250e6452da453ea2265c425c5_features.npy,/code/temp/17416a589f474d32890181e3afd71565_cluster_ids_small.npy,NULL,/code/temp/c3e2b218928340a1acf85a4c8091a3fd_average_values_small.npy,NULL,small,NULL
20021,2000,0b8ef9b75e964e1c8071a80dbd3909a3_embedding.npy,/code/temp/0b8ef9b75e964e1c8071a80dbd3909a3_embedding.npy,1d-embedding,81,1562,/code/temp/7085afb250e6452da453ea2265c425c5_features.npy,/code/temp/af8ebaca4c874c4a83e52876d97e348a_cluster_ids_large.npy,NULL,/code/temp/4468360a774340f8a0f814b617ca8a57_average_values_large.npy,NULL,large,NULL
20022,1000,0f24b03c31e94aa18a2644981dbd33c8_embedding.npy,/code/temp/0f24b03c31e94aa18a2644981dbd33c8_embedding.npy,1d-embedding,81,1562,/code/temp/896460e3f5c04dd8a2d7650e98f56daa_features.npy,/code/temp/2f7eb41fedcb4b16b1e8fa21902353fb_cluster_ids_small.npy,NULL,/code/temp/2a9ed667929248a8a86e351105c921fc_average_values_small.npy,NULL,small,NULL
20023,1000,0f24b03c31e94aa18a2644981dbd33c8_embedding.npy,/code/temp/0f24b03c31e94aa18a2644981dbd33c8_embedding.npy,1d-embedding,81,1562,/code/temp/896460e3f5c04dd8a2d7650e98f56daa_features.npy,/code/temp/b90dcb2552ba4ae5a64924c03c206ee5_cluster_ids_large.npy,NULL,/code/temp/b7e889f086d04aac9e77d5e4d4c10f3e_average_values_large.npy,NULL,large,NULL
20120,5000,9ed7595a0adb43b5bab14e97eaa3cd61_embedding.npy,/code/temp/9ed7595a0adb43b5bab14e97eaa3cd61_embedding.npy,2d-embedding,NULL,1562,NULL,/code/temp/4b057f59a1dd43ee85a2d311817ef466_cluster_ids_small.npy,NULL,/code/temp/fa1360aaf2154672bc090f701afeaef2_thumbnails_small.npy,ICCF,small,477
20121,5000,9ed7595a0adb43b5bab14e97eaa3cd61_embedding.npy,/code/temp/9ed7595a0adb43b5bab14e97eaa3cd61_embedding.npy,2d-embedding,NULL,1562,NULL,/code/temp/2e0be1cdb5ad4a8f81648fa1b61595d4_cluster_ids_large.npy,NULL,/code/temp/3fdae28099a64984a8071a77cdf33c0b_thumbnails_large.npy,ICCF,large,477
