id,binsize,name,file_path,value_type,dataset_id,intervals_id
75869,2000,185da396c5d94cf4b3bfef3e0f573c08_line.npy,/code/temp/185da396c5d94cf4b3bfef3e0f573c08_line.npy,line,461,1567
75873,2000,6084bee1005542f4a96110ec973518fb_line.npy,/code/temp/6084bee1005542f4a96110ec973518fb_line.npy,line,462,1567
75875,1000,1a6df7d7c63a4167ae0b95232dec4e19_line.npy,/code/temp/1a6df7d7c63a4167ae0b95232dec4e19_line.npy,line,460,1567
75878,2000,358dde795cae436fb20768520878f170_line.npy,/code/temp/358dde795cae436fb20768520878f170_line.npy,line,466,1567
75882,1000,35b470db7a5e45758081e6980e04edf3_line.npy,/code/temp/35b470db7a5e45758081e6980e04edf3_line.npy,line,461,1567
75884,2000,0e80b29e827a4b98a1bcff7d562f3874_line.npy,/code/temp/0e80b29e827a4b98a1bcff7d562f3874_line.npy,line,467,1567
75888,1000,3035ae36a6d54997b1acfca1ed348e71_line.npy,/code/temp/3035ae36a6d54997b1acfca1ed348e71_line.npy,line,462,1567
75890,1000,11d8f8c279a649d09442955f2f7625ed_line.npy,/code/temp/11d8f8c279a649d09442955f2f7625ed_line.npy,line,466,1567
75891,1000,59c93b4f4901432ebb64ead274aa8472_line.npy,/code/temp/59c93b4f4901432ebb64ead274aa8472_line.npy,line,467,1567
76059,5000,91a40946a3e44f798c16b64cae3affd2.npy,/code/temp/91a40946a3e44f798c16b64cae3affd2.npy,ICCF,477,1567
76061,5000,3c1a7e3c20544126a9d65154e164b539.npy,/code/temp/3c1a7e3c20544126a9d65154e164b539.npy,Obs/Exp,477,1567
79163,1000,26cabd2885db466b96749de156f7f4b1_line.npy,/code/temp/26cabd2885db466b96749de156f7f4b1_line.npy,line,571,1567
79169,2000,47d7492d0bd24f0d987b57c8ac93447d_line.npy,/code/temp/47d7492d0bd24f0d987b57c8ac93447d_line.npy,line,571,1567
79219,2000,75f6d9e82bab4153ab9e8050a1ac7f42_line.npy,/code/temp/75f6d9e82bab4153ab9e8050a1ac7f42_line.npy,line,573,1567
79225,1000,e3e466989ccd43189b448b9db99a1225_line.npy,/code/temp/e3e466989ccd43189b448b9db99a1225_line.npy,line,573,1567
75558,5000,9c68afb6a56f4d248807e595f7322ccd.npy,/code/temp/9c68afb6a56f4d248807e595f7322ccd.npy,ICCF,146,1568
75562,5000,309b4bc4df194d2ead7ee2d2d48ade59.npy,/code/temp/309b4bc4df194d2ead7ee2d2d48ade59.npy,Obs/Exp,146,1568
75820,10000,8c5c6ebf893b428db9fa48f3d93b82cc_line.npy,/code/temp/8c5c6ebf893b428db9fa48f3d93b82cc_line.npy,line,10,1568
75822,2000,eb85a3bdcdbf4ab4a21209648d5259cf_line.npy,/code/temp/eb85a3bdcdbf4ab4a21209648d5259cf_line.npy,line,10,1568
